id,GT,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12
s_588,4,0.58836,0.33333,0.69565,1.00000,0.33333,1.00000,0.29630,0.50000,0.01961,0.00000,0.00000,0.00000,0.20000
s_589,3,0.53631,0.25000,0.60870,1.00000,0.50000,1.00000,0.23810,1.00000,0.09091,0.06667,0.33333,0.00000,0.00000
s_590,3,0.40001,0.20000,0.44444,0.00000,1.00000,0.15889,0.06667,0.08181,0.09677,0.00000,0.14286,0.00000,0.00000
s_591,4,0.45762,0.33333,0.70588,0.08978,1.00000,1.00000,0.15000,0.50000,0.05000,0.07692,0.33333,0.00000,0.00000
s_592,3,0.29670,0.25000,0.53333,1.00000,0.00000,1.00000,0.26667,1.00000,0.07692,0.33333,0.50000,1.00000,0.00000
s_593,4,0.43208,0.16667,0.62069,0.10913,0.50000,0.13149,0.16667,0.08292,0.09804,0.04762,0.00000,0.00000,0.20000
s_594,3,0.74583,0.25000,0.81481,1.00000,1.00000,1.00000,0.17647,0.33333,0.08197,0.05882,0.06667,1.00000,0.00000
s_595,2,0.27520,0.20000,0.60000,1.00000,0.50000,1.00000,0.30000,1.00000,0.08571,0.14286,0.33333,0.00000,0.00000
s_596,3,0.53244,0.33333,0.66667,1.00000,0.05882,1.00000,0.26667,0.33333,0.15152,0.50000,0.11111,1.00000,0.00000
s_597,3,0.42416,1.00000,0.57143,1.00000,0.50000,1.00000,0.17391,0.33333,0.07317,0.00000,0.00000,1.00000,0.33333
s_598,3,0.32504,0.50000,0.52174,0.08472,1.00000,1.00000,0.17391,1.00000,0.10000,0.17647,0.20000,0.00000,0.33333
s_599,4,0.42114,0.33333,0.60870,1.00000,1.00000,1.00000,0.20000,0.50000,0.09524,0.27273,0.00000,0.00000,1.00000
s_600,3,0.66566,0.25000,0.76923,1.00000,1.00000,1.00000,0.31034,1.00000,0.05660,0.05882,0.20000,0.00000,0.00000
s_601,4,0.76774,0.20000,0.76923,1.00000,0.33333,1.00000,0.28571,0.25000,0.08000,0.06667,0.14286,1.00000,0.00000
s_602,4,0.36848,0.50000,0.42857,0.23155,1.00000,1.00000,0.00000,1.00000,0.13043,0.27273,0.33333,0.00000,0.00000
s_603,4,0.42406,0.33333,0.42857,0.91667,0.03679,1.00000,0.05263,0.33333,0.00000,0.00000,0.09091,0.00000,0.00000
s_604,4,0.70534,0.14286,0.75000,0.14532,1.00000,1.00000,0.23077,1.00000,0.01961,0.06667,0.33333,0.00000,0.33333
s_605,4,0.69958,0.20000,0.74074,1.00000,0.50000,1.00000,0.35714,0.50000,0.01818,0.06667,0.14286,1.00000,0.33333
s_606,4,0.68402,0.25000,0.78261,1.00000,0.33333,1.00000,0.23810,0.33333,0.14894,0.23077,0.11111,0.00000,0.14286
s_607,4,0.51312,0.16667,0.75862,1.00000,0.50000,0.14286,0.21875,0.50000,0.10714,0.14286,0.20000,0.00000,0.00000
s_608,3,0.52930,0.25000,0.55556,0.15625,0.50000,0.00000,0.11765,0.25000,0.11111,0.00000,0.33333,0.33333,0.00000
s_609,3,0.59942,0.20000,0.66667,1.00000,1.00000,1.00000,0.31818,0.33333,0.10526,0.16667,0.25000,0.00000,1.00000
s_610,4,0.52533,0.25000,0.60000,1.00000,0.50000,1.00000,0.21053,0.33333,0.05882,0.14286,0.11111,0.20000,0.00000
s_611,3,0.43441,0.20000,0.38095,1.00000,0.50000,0.50000,0.15789,0.50000,0.05263,0.07692,0.25000,0.00000,1.00000
s_612,3,0.44333,0.50000,0.53333,1.00000,1.00000,1.00000,0.23529,0.50000,0.14286,0.14286,0.14286,1.00000,1.00000
s_613,4,0.58565,0.16667,0.74074,0.09198,0.50000,0.50000,0.11111,0.20000,0.12903,0.12500,0.20000,0.00000,1.00000
s_614,5,0.60159,0.16667,0.74074,0.31006,1.00000,0.14474,0.16000,1.00000,0.12727,0.22222,0.33333,0.00000,1.00000
s_615,4,0.59411,0.33333,0.53333,1.00000,1.00000,1.00000,0.21429,0.50000,0.16129,0.14286,0.00000,0.00000,0.00000
s_616,2,0.49910,0.25000,0.66667,0.07167,1.00000,1.00000,0.20000,1.00000,0.07692,0.00000,0.33333,0.00000,1.00000
s_617,2,0.47128,0.50000,0.42857,0.28810,0.50000,0.00000,0.16129,0.12906,0.01695,0.05882,0.20000,0.33333,1.00000
s_618,3,0.52268,0.20000,0.61538,1.00000,0.50000,0.25000,0.13793,0.20000,0.16667,0.23077,0.11111,1.00000,0.00000
s_619,4,0.39694,0.12500,0.54545,0.16783,1.00000,1.00000,0.25000,0.16578,0.02564,0.14286,0.20000,1.00000,0.20000
s_620,4,0.27633,0.33333,0.53333,0.20223,0.00000,1.00000,0.12500,0.25000,0.03226,0.00000,0.00000,1.00000,1.00000
s_621,5,0.44141,0.33333,0.70588,0.09000,0.16667,1.00000,0.21429,0.25000,0.04000,0.20000,0.14286,1.00000,0.00000
s_622,3,0.57678,0.50000,0.63158,0.50000,1.00000,1.00000,0.18182,0.33333,0.07692,0.09091,0.11111,0.00000,0.00000
s_623,1,0.18758,0.33333,0.26087,0.18456,1.00000,1.00000,0.04762,0.13895,0.02564,0.16667,0.33333,1.00000,1.00000
s_624,3,0.71915,0.11111,0.77419,1.00000,0.33333,0.25000,0.45455,0.14286,0.16000,0.20000,0.20000,0.00000,0.20000
s_625,4,0.69332,0.16667,0.71429,0.20000,0.00000,0.50000,0.16667,0.50000,0.00000,0.05263,0.00000,0.00000,0.00000
s_626,3,0.41859,0.16667,0.53333,0.17356,0.33333,0.25000,0.22727,0.25000,0.12500,0.05263,0.00000,1.00000,0.33333
s_627,3,0.63279,1.00000,0.72000,1.00000,1.00000,0.00000,0.18182,1.00000,0.00000,0.05263,0.00000,0.00000,0.33333
s_628,4,0.62958,0.33333,0.64000,0.19538,1.00000,0.33333,0.14286,0.33333,0.17391,0.15789,0.00000,1.00000,0.00000
s_629,4,0.40975,0.20000,0.52174,0.21527,0.50000,1.00000,0.20000,0.50000,0.14286,0.09091,0.00000,1.00000,0.20000
s_630,2,0.56222,0.33333,0.40000,1.00000,0.33333,1.00000,0.13043,1.00000,0.07317,0.00000,0.00000,1.00000,1.00000
s_631,4,0.37369,0.11111,0.50000,0.04773,1.00000,1.00000,0.06250,0.06820,0.18919,0.16667,0.33333,0.00000,0.00000
s_632,3,0.36466,0.50000,0.42857,0.12146,0.00000,1.00000,0.06667,1.00000,0.06667,0.00000,0.50000,0.00000,0.33333
s_633,1,0.25717,0.33333,0.37037,0.26667,0.09701,1.00000,0.08333,1.00000,0.09524,0.28571,0.33333,1.00000,1.00000
s_634,3,0.55410,0.25000,0.68750,1.00000,0.07937,0.50000,0.29412,0.16667,0.13793,0.20000,0.00000,0.00000,0.60000
s_635,3,0.36387,0.33333,0.60000,1.00000,1.00000,1.00000,0.32143,1.00000,0.03571,0.11111,0.00000,0.00000,0.00000
s_636,2,0.39798,0.16667,0.50000,0.26805,0.00000,1.00000,0.05882,1.00000,0.13514,0.27273,0.00000,0.00000,0.33333
s_637,3,0.33468,0.33333,0.44444,0.20131,0.00000,1.00000,0.16000,0.24224,0.04348,0.07692,0.00000,0.00000,1.00000
s_638,3,0.46181,0.20000,0.57143,1.00000,0.50000,1.00000,0.26923,0.50000,0.03846,0.15789,0.20000,0.00000,0.60000
s_639,4,0.78207,0.25000,0.66667,1.00000,0.25000,0.00000,0.09091,0.25000,0.14286,0.60000,0.00000,0.00000,0.33333
s_640,4,0.47394,0.33333,0.66667,1.00000,0.50000,1.00000,0.25000,0.33333,0.18519,0.33333,0.20000,0.00000,0.00000
s_641,4,0.61812,0.20000,0.82051,1.00000,1.00000,0.33333,0.43750,0.33333,0.03125,0.12500,0.00000,0.50000,0.14286
s_642,1,0.22830,0.33333,0.20000,1.00000,0.08598,0.05779,0.08696,1.00000,0.12821,0.20000,0.00000,1.00000,0.33333
s_643,2,0.18919,0.20000,0.24000,0.25631,0.00000,1.00000,0.00000,0.10098,0.00000,0.00000,0.20000,0.00000,1.00000
s_644,1,0.30698,0.33333,0.33333,0.15000,1.00000,1.00000,0.12500,0.07951,0.09524,0.07692,0.33333,1.00000,1.00000
s_645,4,0.84672,0.33333,0.81481,1.00000,1.00000,1.00000,0.31429,0.33333,0.21429,0.45455,0.00000,0.20000,0.20000
s_646,3,0.53760,0.20000,0.77778,1.00000,0.08333,1.00000,0.26667,0.50000,0.00000,0.11111,0.00000,0.00000,0.33333
s_647,4,0.78258,0.33333,0.88000,1.00000,0.50000,1.00000,0.34615,1.00000,0.01961,0.09091,0.00000,0.00000,0.20000
s_648,3,0.46587,0.25000,0.58824,1.00000,0.09167,1.00000,0.31250,1.00000,0.00000,0.09091,0.00000,1.00000,0.33333
s_649,3,0.60139,0.16667,0.63636,0.19921,1.00000,1.00000,0.16000,0.33333,0.07692,0.07692,0.09091,0.00000,0.50000
s_650,5,0.46599,0.25000,0.71429,0.41071,1.00000,1.00000,0.07692,0.41071,0.00000,0.00000,0.00000,0.00000,0.00000
s_651,3,0.41462,0.06570,0.45161,1.00000,0.50000,0.09564,0.20833,0.25000,0.04545,0.11111,0.14286,0.00000,0.00000
s_652,4,0.54733,0.09091,0.60000,0.10440,0.00000,0.33048,0.22222,0.50000,0.05455,0.04762,0.33333,0.00000,0.33333
s_653,1,0.43891,0.12500,0.46154,1.00000,1.00000,1.00000,0.16667,0.50000,0.06122,0.00000,0.00000,0.00000,1.00000
s_654,4,0.59672,0.20000,0.63636,1.00000,0.50000,0.50000,0.17857,0.50000,0.10204,0.00000,0.00000,0.00000,0.33333
s_655,3,0.50644,0.33333,0.58333,0.18843,1.00000,1.00000,0.16667,0.05179,0.09524,0.14286,0.00000,0.00000,0.33333
s_656,4,0.64515,0.50000,0.70588,0.19676,0.00000,0.50000,0.14815,0.25000,0.13043,0.42857,0.14286,0.00000,0.00000
s_657,4,0.63937,0.25000,0.83871,1.00000,0.00000,1.00000,0.36667,0.33333,0.07407,0.17647,0.14286,0.00000,0.00000
s_658,4,0.76755,0.16667,0.81081,0.24500,0.33333,1.00000,0.31429,0.33333,0.00000,0.04348,0.00000,0.33333,0.00000
s_659,2,0.47213,0.33333,0.57143,0.17596,0.00000,1.00000,0.26667,1.00000,0.12500,0.20000,0.00000,1.00000,0.20000
s_660,3,0.59942,0.20000,0.66667,0.15073,0.50000,1.00000,0.19048,0.50000,0.05263,0.00000,0.00000,1.00000,1.00000
s_661,3,0.24144,0.33333,0.47619,0.15079,1.00000,1.00000,0.11111,0.50000,0.03030,0.16667,0.20000,0.00000,1.00000
s_662,4,0.41764,0.33333,0.73684,0.26667,1.00000,1.00000,0.18182,0.30556,0.07692,0.14286,0.33333,1.00000,0.00000
s_663,2,0.28531,0.33333,0.57143,1.00000,1.00000,1.00000,0.17647,0.50000,0.18519,0.25000,0.14286,0.00000,1.00000
s_664,3,0.33910,0.22222,0.50000,1.00000,1.00000,1.00000,0.15385,1.00000,0.09091,0.33333,0.00000,0.00000,0.00000
s_665,4,0.55078,0.33333,0.76190,1.00000,0.20635,1.00000,0.27273,0.50000,0.05000,0.20000,0.00000,0.00000,0.50000
s_666,3,0.42178,0.16667,0.50000,0.09167,1.00000,1.00000,0.25000,0.33333,0.18919,0.20000,0.14286,0.33333,0.00000
s_667,4,0.48698,0.16667,0.57143,0.10924,1.00000,1.00000,0.12000,0.06141,0.02128,0.20000,0.14286,0.00000,0.33333
s_668,4,0.43221,0.33333,0.66667,1.00000,0.25000,1.00000,0.34483,0.25000,0.05085,0.28571,0.25000,0.00000,0.25000
s_669,3,0.42543,0.50000,0.62500,0.14347,1.00000,1.00000,0.28000,0.15042,0.02128,0.04348,0.00000,1.00000,0.11111
s_670,3,0.45983,0.20000,0.50000,0.22500,1.00000,0.09697,0.14815,0.11736,0.00000,0.05882,0.20000,1.00000,0.00000
s_671,5,0.66478,0.33333,0.80000,1.00000,0.00000,1.00000,0.40909,0.33333,0.08696,0.00000,0.33333,1.00000,0.00000
s_672,3,0.39596,0.33333,0.47059,0.20000,0.50000,0.07951,0.11111,0.12817,0.09677,0.00000,0.33333,0.00000,1.00000
s_673,5,0.69556,0.33333,0.91667,1.00000,1.00000,1.00000,0.32000,0.25000,0.00000,0.00000,0.09091,0.00000,0.00000
s_674,1,0.27188,0.33333,0.27273,1.00000,1.00000,1.00000,0.00000,1.00000,0.02439,0.07692,0.00000,0.00000,0.00000
s_675,3,0.58033,0.50000,0.71429,0.18843,1.00000,1.00000,0.20000,0.33333,0.09677,0.20000,0.14286,0.00000,0.00000
s_676,3,0.47433,0.50000,0.62500,1.00000,1.00000,1.00000,0.28571,0.33333,0.13333,0.09091,0.25000,0.00000,0.00000
s_677,3,0.73338,0.25000,0.66667,1.00000,1.00000,1.00000,0.18750,1.00000,0.21569,0.20000,0.00000,0.00000,0.33333
s_678,3,0.45027,0.16667,0.57143,0.26667,1.00000,1.00000,0.29412,1.00000,0.03030,0.07692,0.33333,0.00000,0.33333
s_679,3,0.70870,0.20000,0.74074,0.21351,0.33333,0.00000,0.33333,0.33333,0.17857,0.08333,0.00000,0.50000,0.00000
s_680,2,0.62805,0.33333,0.73684,0.09722,0.00000,1.00000,0.18182,0.50000,0.16667,0.11111,0.20000,0.00000,1.00000
s_681,2,0.33726,0.20000,0.41667,0.18598,1.00000,0.11162,0.04762,0.50000,0.02564,0.07692,0.14286,0.00000,0.00000
s_682,3,0.45668,0.20000,0.53333,0.16611,0.16250,0.50000,0.00000,0.50000,0.04348,0.11111,0.00000,1.00000,1.00000
s_683,4,0.44509,0.14286,0.51852,1.00000,0.00000,1.00000,0.33333,0.50000,0.11111,0.12500,0.33333,0.00000,0.33333
s_684,4,0.37557,0.50000,0.58824,0.19408,0.50000,0.08333,0.06250,0.33333,0.06250,0.09091,0.00000,0.00000,0.33333
s_685,3,0.82887,0.25000,0.75000,1.00000,1.00000,0.33333,0.37500,0.33333,0.00000,0.09091,0.00000,0.00000,0.00000
s_686,3,0.34868,0.16667,0.55556,0.12857,0.00000,0.50000,0.06897,0.25000,0.03448,0.05263,0.11111,1.00000,1.00000
s_687,4,0.72706,0.20000,0.78571,0.09821,0.00000,1.00000,0.30769,1.00000,0.01961,0.09091,0.33333,0.00000,0.20000
s_688,4,0.63881,0.33333,0.80000,1.00000,0.33333,1.00000,0.44444,0.25000,0.17073,0.14286,0.14286,0.00000,1.00000
s_689,2,0.55512,0.33333,0.47619,0.18750,0.10795,1.00000,0.19048,0.13389,0.00000,0.11111,0.33333,1.00000,0.00000
s_690,1,0.56102,0.33333,0.42105,0.18843,0.06472,1.00000,0.25000,0.09785,0.02564,0.25000,0.33333,0.00000,0.00000
s_691,3,0.87958,0.20000,0.92308,1.00000,1.00000,0.50000,0.33333,0.50000,0.13043,0.05882,0.00000,0.00000,1.00000
s_692,1,0.23161,0.16667,0.33333,0.10952,0.04545,1.00000,0.13333,0.50000,0.09677,0.09091,0.33333,0.00000,1.00000
s_693,4,0.39568,0.14286,0.61538,1.00000,0.00000,1.00000,0.33333,0.20000,0.19048,0.00000,0.60000,1.00000,1.00000
s_694,3,0.40826,0.25000,0.77778,0.00000,1.00000,1.00000,0.20833,1.00000,0.09524,0.00000,0.00000,1.00000,0.00000
s_695,4,0.35364,0.04111,0.52174,0.24558,0.09402,1.00000,0.13793,0.50000,0.14286,0.20000,0.33333,0.00000,1.00000
s_696,5,0.38756,0.50000,0.50000,0.23798,1.00000,0.14666,0.08333,0.41528,0.12000,0.20000,0.00000,0.33333,0.00000
s_697,4,0.62201,0.16667,0.66667,1.00000,0.50000,1.00000,0.27273,1.00000,0.08475,0.15789,0.66667,0.33333,0.00000
s_698,2,0.35737,0.50000,0.38095,1.00000,1.00000,1.00000,0.12000,0.50000,0.17073,0.20000,0.27273,0.00000,0.33333
s_699,3,0.36183,0.33333,0.50000,0.18333,0.04028,1.00000,0.13333,0.50000,0.03448,0.11111,0.00000,1.00000,0.50000
s_700,1,0.26552,0.33333,0.40000,0.17755,0.50000,1.00000,0.09091,0.13120,0.07692,0.07692,0.20000,0.33333,0.20000
s_701,2,0.24481,0.25000,0.52174,1.00000,0.00000,1.00000,0.20833,1.00000,0.17949,0.00000,0.20000,1.00000,0.00000
s_702,5,0.47636,0.50000,0.53333,0.16029,0.33333,0.50000,0.07407,0.25000,0.13043,0.00000,0.00000,0.00000,0.33333
s_703,4,0.68300,0.20000,0.78571,0.13582,0.25000,0.25000,0.25926,0.20000,0.06122,0.05882,0.16667,0.00000,0.00000
s_704,5,0.65825,0.20000,0.75000,0.27500,0.50000,1.00000,0.15000,1.00000,0.00000,0.00000,0.20000,0.00000,0.00000
s_705,1,0.51198,0.50000,0.52174,0.25045,0.00000,1.00000,0.20000,0.12171,0.02041,0.22222,0.33333,1.00000,0.00000
s_706,4,0.61831,0.33333,0.68966,1.00000,0.33333,0.50000,0.37037,0.33333,0.03704,0.00000,0.00000,0.20000,0.33333
s_707,3,0.48593,0.16667,0.46154,1.00000,0.03846,0.33333,0.31579,0.33333,0.16279,0.17647,0.20000,0.00000,1.00000
s_708,2,0.23151,0.25000,0.37500,0.28718,1.00000,1.00000,0.06667,0.17662,0.07692,0.11111,0.33333,1.00000,0.00000
s_709,4,0.47788,0.25000,0.72727,1.00000,1.00000,1.00000,0.31818,0.33333,0.10638,0.07692,0.00000,0.66667,1.00000
s_710,2,0.57260,1.00000,0.66667,1.00000,0.00000,1.00000,0.10526,0.21374,0.02857,0.00000,0.20000,1.00000,0.00000
s_711,4,0.72758,0.20000,0.81250,0.07417,0.00000,1.00000,0.38462,0.25000,0.16667,0.12500,0.20000,1.00000,0.20000
s_712,1,0.20199,0.33333,0.25000,0.27500,1.00000,1.00000,0.04545,0.16303,0.02439,0.07692,0.33333,0.00000,1.00000
s_713,5,0.76693,1.00000,0.93333,0.11138,1.00000,1.00000,0.23529,1.00000,0.06667,0.00000,0.33333,0.50000,1.00000
s_714,5,0.56616,0.10000,0.74286,1.00000,0.05194,0.50000,0.19355,0.20000,0.10448,0.00000,0.14286,0.00000,0.33333
s_715,4,0.62549,0.33333,0.80000,0.19676,0.00000,1.00000,0.23077,0.33333,0.02041,0.14286,0.16667,0.33333,0.00000
s_716,3,0.39019,0.14286,0.64000,1.00000,0.10067,1.00000,0.33333,0.50000,0.19048,0.28571,0.33333,0.00000,0.00000
s_717,1,0.43330,0.50000,0.60000,0.28718,1.00000,1.00000,0.11111,0.00000,0.20000,0.33333,0.33333,1.00000,0.33333
s_718,4,0.71327,0.25000,0.76923,1.00000,0.50000,1.00000,0.22581,0.50000,0.07143,0.05263,0.11111,0.00000,0.00000
s_719,3,0.59622,0.08704,0.52632,1.00000,0.17547,1.00000,0.21429,1.00000,0.18750,0.20000,0.00000,0.00000,0.00000
s_720,4,0.50879,0.09091,0.68182,0.18843,0.33333,0.15905,0.29730,0.25000,0.01370,0.10345,0.11111,0.00000,0.20000
s_721,4,0.69495,0.33333,0.82353,1.00000,0.00000,1.00000,0.33333,1.00000,0.00000,0.11111,0.00000,1.00000,0.00000
s_722,5,0.65713,0.12500,0.81481,1.00000,1.00000,0.50000,0.37500,0.25000,0.02128,0.12500,0.07692,1.00000,0.00000
s_723,3,0.36185,0.16667,0.47368,0.08121,0.00000,1.00000,0.16667,0.20000,0.00000,0.21739,0.42857,1.00000,0.14286
s_724,3,0.44838,0.08333,0.66667,0.15625,1.00000,0.25000,0.27586,0.25000,0.01754,0.18182,0.11111,1.00000,0.33333
s_725,4,0.82254,1.00000,0.82353,1.00000,0.00000,1.00000,0.25000,0.25000,0.22727,0.66667,0.00000,0.00000,1.00000
s_726,3,0.43086,0.20000,0.52632,1.00000,0.00000,1.00000,0.20000,1.00000,0.15152,0.20000,0.33333,0.00000,0.50000
s_727,4,0.56666,0.50000,0.54545,1.00000,0.33333,0.00000,0.27273,0.33333,0.02439,0.06667,0.00000,0.00000,0.00000
s_728,5,0.71861,0.11111,0.89655,1.00000,0.50000,0.50000,0.35714,0.25000,0.03846,0.00000,0.11111,0.00000,0.00000
s_729,3,0.40658,0.03995,0.51852,0.18843,0.02525,1.00000,0.16667,0.25000,0.11538,0.17647,0.00000,0.00000,1.00000
s_730,3,0.34959,0.25000,0.35294,0.13749,0.50000,0.08792,0.00000,0.07143,0.15152,0.11111,0.00000,1.00000,0.33333
s_731,4,0.57274,0.14286,0.70968,1.00000,0.50000,1.00000,0.45455,0.25000,0.10638,0.20000,0.14286,0.00000,0.00000
s_732,3,0.32249,0.50000,0.47059,0.23624,1.00000,0.50000,0.00000,0.50000,0.12000,0.33333,0.00000,1.00000,1.00000
s_733,4,0.72102,0.12500,0.80000,0.24963,0.00000,1.00000,0.21875,0.33333,0.04615,0.22222,0.00000,0.00000,0.14286
s_734,2,0.39034,0.33333,0.50000,0.31190,1.00000,1.00000,0.05882,1.00000,0.05882,0.00000,0.00000,1.00000,0.33333
s_735,4,0.48657,0.20000,0.66667,1.00000,1.00000,1.00000,0.26087,1.00000,0.07317,0.05882,0.00000,0.00000,0.00000
s_736,3,0.41066,0.12500,0.50000,0.00000,0.00000,0.33333,0.20690,0.16667,0.03448,0.12000,0.00000,0.33333,1.00000
s_737,4,0.79903,0.20000,0.75000,1.00000,0.50000,0.10714,0.20000,0.25000,0.02128,0.00000,0.14286,0.00000,0.14286
s_738,2,0.36429,0.25000,0.47059,0.33333,1.00000,1.00000,0.11111,0.16667,0.17241,0.14286,0.33333,0.00000,0.00000
s_739,2,0.30195,0.25000,0.38095,0.25752,0.10806,0.00000,0.07692,0.08625,0.21951,0.09091,0.00000,0.00000,0.00000
s_740,4,0.59945,0.20000,0.77778,1.00000,1.00000,1.00000,0.39394,0.20000,0.14286,0.11111,0.00000,0.00000,0.00000
s_741,3,0.37475,0.12500,0.41667,0.20971,0.50000,0.04562,0.15000,0.25000,0.11628,0.33333,0.14286,0.00000,0.33333
s_742,4,0.60185,0.20000,0.76923,1.00000,1.00000,1.00000,0.38095,0.25000,0.13043,0.28571,0.07692,0.00000,0.00000
s_743,3,0.71955,0.25000,0.61538,1.00000,0.07776,1.00000,0.17647,0.50000,0.10345,0.11111,0.00000,0.00000,1.00000
s_744,3,0.40799,0.11111,0.52174,0.08333,0.09470,1.00000,0.20000,0.50000,0.17647,0.25000,0.33333,0.00000,1.00000
s_745,3,0.46717,0.16667,0.52632,0.08844,1.00000,1.00000,0.23810,0.28095,0.17647,0.06667,0.00000,0.00000,1.00000
s_746,3,0.37985,0.33333,0.44444,0.15357,0.10087,0.50000,0.12500,0.33333,0.09091,0.11111,0.14286,0.00000,1.00000
s_747,4,0.54798,0.33333,0.83333,0.18333,0.00000,1.00000,0.07143,0.50000,0.00000,0.11111,0.20000,0.00000,0.00000
s_748,3,0.45363,0.33333,0.54545,1.00000,0.00000,1.00000,0.27778,1.00000,0.08108,0.11111,0.00000,0.00000,0.00000
s_749,4,0.30639,0.25000,0.47059,0.16190,0.14167,1.00000,0.11765,0.21685,0.18519,0.14286,0.33333,0.00000,1.00000
s_750,3,0.58316,0.16667,0.69565,1.00000,1.00000,1.00000,0.26087,0.50000,0.15385,0.00000,0.20000,0.00000,1.00000
s_751,4,0.57995,0.25000,0.66667,0.19444,1.00000,0.33333,0.11765,0.25000,0.00000,0.00000,0.20000,1.00000,0.00000
s_752,4,0.48186,0.33333,0.70000,1.00000,0.33333,0.11667,0.10000,0.33333,0.11538,0.20000,0.00000,0.33333,0.00000
s_753,5,0.63914,0.33333,0.60000,0.17875,0.50000,1.00000,0.27273,0.33333,0.14286,0.20000,0.00000,0.00000,0.00000
s_754,5,0.71506,0.20000,0.77778,1.00000,1.00000,1.00000,0.15000,0.13095,0.02564,0.09091,0.20000,0.00000,1.00000
s_755,4,0.61480,0.08333,0.48649,1.00000,0.12114,1.00000,0.13158,0.33333,0.11905,0.14286,0.09091,0.33333,0.14286
s_756,5,0.67340,0.20000,0.70588,1.00000,1.00000,1.00000,0.10526,0.10095,0.05263,0.00000,0.20000,0.33333,0.00000
s_757,4,0.55500,0.14286,0.48276,1.00000,0.25000,1.00000,0.12121,0.18333,0.11111,0.16667,0.25000,0.00000,0.20000
s_758,5,0.24600,0.50000,0.37500,1.00000,0.33333,1.00000,0.09524,0.25000,0.04762,0.00000,0.14286,0.00000,0.33333
s_759,4,0.64798,0.09091,0.55172,1.00000,0.50000,1.00000,0.17647,0.05905,0.08333,0.10000,0.33333,0.00000,0.20000
s_760,5,0.84315,0.06667,0.79070,1.00000,0.50000,0.16667,0.19048,0.25000,0.02479,0.02703,0.00000,0.00000,0.20000
s_761,5,0.44878,0.50000,0.77778,1.00000,0.33333,0.20609,0.28571,0.25000,0.04762,0.33333,0.14286,0.33333,0.00000
s_762,4,0.29553,0.25000,0.43478,0.14005,0.03590,0.07402,0.06061,0.20000,0.12281,0.00000,0.20000,0.00000,0.33333
s_763,5,0.84665,1.00000,0.85714,1.00000,1.00000,0.00000,0.33333,1.00000,0.06667,0.33333,0.00000,0.00000,0.00000
s_764,4,0.78635,0.16667,0.88889,1.00000,0.50000,1.00000,0.30303,0.37500,0.00000,0.00000,0.00000,0.33333,0.00000
s_765,4,0.52700,0.16667,0.70588,0.17875,1.00000,1.00000,0.21429,1.00000,0.21212,0.07692,1.00000,1.00000,0.33333
s_766,4,0.62435,0.05000,0.47761,1.00000,0.19643,0.20000,0.10448,0.10000,0.02222,0.04762,0.26316,1.00000,0.09091
s_767,4,0.48387,0.14286,0.20000,0.15000,0.08333,1.00000,0.00000,0.07500,0.10345,0.14286,0.25000,1.00000,0.14286
s_768,5,0.64564,0.20000,0.66667,0.92857,0.09141,1.00000,0.17241,0.06429,0.09804,0.07692,0.00000,0.00000,0.00000
s_769,5,0.62948,0.08333,0.46512,1.00000,0.00000,0.00000,0.10169,0.20000,0.11538,0.11765,0.16667,0.00000,0.00000
s_770,5,0.36493,0.33333,0.50000,0.06047,0.20000,0.02963,0.03030,0.20000,0.10345,0.00000,0.09091,0.25000,0.00000
s_771,4,0.57123,0.14286,0.58065,1.00000,0.25000,1.00000,0.16667,1.00000,0.06667,0.16667,0.16667,0.00000,0.00000
s_772,4,0.30413,0.20000,0.45455,1.00000,1.00000,0.00000,0.16667,0.20000,0.11538,0.16667,0.14286,1.00000,0.00000
s_773,5,0.68632,0.20000,0.78261,1.00000,0.50000,1.00000,0.20690,0.50000,0.07692,0.09091,0.33333,0.00000,0.20000
s_774,3,0.34059,0.16667,0.58824,0.17875,1.00000,1.00000,0.00000,0.09099,0.25000,0.00000,0.50000,1.00000,1.00000
s_775,5,0.47394,0.33333,0.80000,0.13052,0.06250,1.00000,0.25000,0.50000,0.03448,0.00000,0.00000,0.00000,0.00000
s_776,4,0.53959,0.07692,0.32558,1.00000,0.33333,0.50000,0.04545,0.25000,0.08511,0.18182,0.11111,0.20000,0.00000
s_777,3,0.09916,0.33333,0.13333,0.07912,1.00000,1.00000,0.00000,0.13777,0.20000,0.14286,0.33333,1.00000,0.00000
s_778,3,0.45911,1.00000,0.44444,0.22508,0.50000,0.01422,0.13043,0.06761,0.15385,0.25000,0.25000,0.33333,0.20000
s_779,4,0.64613,0.16667,0.92308,1.00000,0.50000,1.00000,0.32143,1.00000,0.08475,0.00000,0.33333,0.33333,0.00000
s_780,5,0.41153,0.33333,0.44444,1.00000,0.50000,0.33333,0.15000,0.33333,0.05000,0.14286,0.14286,0.00000,0.00000
s_781,4,0.74767,0.10000,0.69565,0.20000,0.09545,0.25000,0.20455,0.20000,0.09474,0.18519,0.00000,0.00000,0.00000
s_782,4,0.69605,0.12500,0.52174,0.16730,1.00000,1.00000,0.06897,0.50000,0.12500,0.17647,0.50000,1.00000,0.20000
s_783,5,0.49488,0.50000,0.64286,0.21333,0.33333,1.00000,0.13793,0.20000,0.01754,0.00000,0.11111,0.00000,1.00000
